repo,old_env,new_env,old_code,new_code
numpy/numpy,v1.23.5,v1.24.0rc1,"[""         8. 'median_unbiased'\n"", ""         9. 'normal_unbiased'\n"", ' \n', '+        The first three methods are discontinuous.  NumPy further defines the\n', ""         following discontinuous variations of the default 'linear' (7.) option:\n"", ' \n', ""         * 'lower'\n""]","[""         8. 'median_unbiased'\n"", ""         9. 'normal_unbiased'\n"", ' \n', '-        The first three methods are discontiuous.  NumPy further defines the\n', ""         following discontinuous variations of the default 'linear' (7.) option:\n"", ' \n', ""         * 'lower'\n""]"
numpy/numpy,v1.23.5,v1.24.0rc1,"[' \n', '     Notes\n', '     -----\n', '+    Given a vector ``V`` of length ``n``, the q-th percentile of ``V`` is\n', '     the value ``q/100`` of the way from the minimum to the maximum in a\n', '     sorted copy of ``V``. The values and distances of the two nearest\n', '     neighbors as well as the `method` parameter will determine the\n']","[' \n', '     Notes\n', '     -----\n', '-    Given a vector ``V`` of length ``N``, the q-th percentile of ``V`` is\n', '     the value ``q/100`` of the way from the minimum to the maximum in a\n', '     sorted copy of ``V``. The values and distances of the two nearest\n', '     neighbors as well as the `method` parameter will determine the\n']"
numpy/numpy,v1.23.5,v1.24.0rc1,"['     same as the minimum if ``q=0`` and the same as the maximum if\n', '     ``q=100``.\n', ' \n', '+    The optional `method` parameter specifies the method to use when the\n', '+    desired percentile lies between two indexes ``i`` and ``j = i + 1``.\n', '+    In that case, we first determine ``i + g``, a virtual index that lies\n', '+    between ``i`` and ``j``, where  ``i`` is the floor and ``g`` is the\n', '+    fractional part of the index. The final result is, then, an interpolation\n', '+    of ``a[i]`` and ``a[j]`` based on ``g``. During the computation of ``g``,\n', '+    ``i`` and ``j`` are modified using correction constants ``alpha`` and\n', '+    ``beta`` whose choices depend on the ``method`` used. Finally, note that\n', '+    since Python uses 0-based indexing, the code subtracts another 1 from the\n', '+    index internally.\n', '+\n', '+    The following formula determines the virtual index ``i + g``, the location \n', '+    of the percentile in the sorted sample:\n', ' \n', '     .. math::\n', '+        i + g = (q / 100) * ( n - alpha - beta + 1 ) + alpha\n', ' \n', '     The different methods then work as follows\n', ' \n']","['     same as the minimum if ``q=0`` and the same as the maximum if\n', '     ``q=100``.\n', ' \n', '-    This optional `method` parameter specifies the method to use when the\n', '-    desired quantile lies between two data points ``i < j``.\n', '-    If ``g`` is the fractional part of the index surrounded by ``i`` and\n', '-    alpha and beta are correction constants modifying i and j.\n', '-\n', ""-    Below, 'q' is the quantile value, 'n' is the sample size and\n"", '-    alpha and beta are constants.\n', '-    The following formula gives an interpolation ""i + g"" of where the quantile\n', '-    would be in the sorted sample.\n', ""-    With 'i' being the floor and 'g' the fractional part of the result.\n"", ' \n', '     .. math::\n', '-        i + g = (q - alpha) / ( n - alpha - beta + 1 )\n', ' \n', '     The different methods then work as follows\n', ' \n']"
numpy/numpy,v1.23.5,v1.24.0rc1,"[' \n', '     Notes\n', '     -----\n', '+    Given a vector ``V`` of length ``n``, the q-th quantile of ``V`` is\n', '+    the value ``q`` of the way from the minimum to the maximum in a\n', '+    sorted copy of ``V``. The values and distances of the two nearest\n', '+    neighbors as well as the `method` parameter will determine the\n', '+    quantile if the normalized ranking does not match the location of\n', '+    ``q`` exactly. This function is the same as the median if ``q=0.5``, the\n', '+    same as the minimum if ``q=0.0`` and the same as the maximum if\n', '+    ``q=1.0``.\n', ' \n', '     The optional `method` parameter specifies the method to use when the\n', '+    desired quantile lies between two indexes ``i`` and ``j = i + 1``.\n', '+    In that case, we first determine ``i + g``, a virtual index that lies\n', '+    between ``i`` and ``j``, where  ``i`` is the floor and ``g`` is the\n', '+    fractional part of the index. The final result is, then, an interpolation\n', '+    of ``a[i]`` and ``a[j]`` based on ``g``. During the computation of ``g``,\n', '+    ``i`` and ``j`` are modified using correction constants ``alpha`` and\n', '+    ``beta`` whose choices depend on the ``method`` used. Finally, note that\n', '+    since Python uses 0-based indexing, the code subtracts another 1 from the\n', '+    index internally.\n', '+\n', '+    The following formula determines the virtual index ``i + g``, the location \n', '+    of the quantile in the sorted sample:\n', ' \n', '     .. math::\n', '+        i + g = q * ( n - alpha - beta + 1 ) + alpha\n', ' \n', '     The different methods then work as follows\n', ' \n']","[' \n', '     Notes\n', '     -----\n', '-    Given a vector ``V`` of length ``N``, the q-th quantile of ``V`` is the\n', '-    value ``q`` of the way from the minimum to the maximum in a sorted copy of\n', '-    ``V``. The values and distances of the two nearest neighbors as well as the\n', '-    `method` parameter will determine the quantile if the normalized\n', '-    ranking does not match the location of ``q`` exactly. This function is the\n', '-    same as the median if ``q=0.5``, the same as the minimum if ``q=0.0`` and\n', '-    the same as the maximum if ``q=1.0``.\n', ' \n', '     The optional `method` parameter specifies the method to use when the\n', '-    desired quantile lies between two data points ``i < j``.\n', '-    If ``g`` is the fractional part of the index surrounded by ``i`` and ``j``,\n', '-    and alpha and beta are correction constants modifying i and j:\n', ' \n', '     .. math::\n', '-        i + g = (q - alpha) / ( n - alpha - beta + 1 )\n', ' \n', '     The different methods then work as follows\n', ' \n']"
numpy/numpy,v1.23.5,v1.24.0rc1,"['     mgrid : Construct a multi-dimensional ""meshgrid"" using indexing notation.\n', '     ogrid : Construct an open multi-dimensional ""meshgrid"" using indexing\n', '             notation.\n', '+    how-to-index\n', ' \n', '     Examples\n', '     --------\n']","['     mgrid : Construct a multi-dimensional ""meshgrid"" using indexing notation.\n', '     ogrid : Construct an open multi-dimensional ""meshgrid"" using indexing\n', '             notation.\n', ' \n', '     Examples\n', '     --------\n']"
numpy/numpy,v1.23.5,v1.24.0rc1,"['     >>> yv\n', '     array([[0.,  0.,  0.],\n', '            [1.,  1.,  1.]])\n', '+\n', '+    The result of `meshgrid` is a coordinate grid:\n', '+\n', '+    >>> import matplotlib.pyplot as plt\n', ""+    >>> plt.plot(xv, yv, marker='o', color='k', linestyle='none')\n"", '+    >>> plt.show()\n', '+\n', '+    You can create sparse output arrays to save memory and computation time.\n', '+\n', '+    >>> xv, yv = np.meshgrid(x, y, sparse=True)\n', '     >>> xv\n', '     array([[0. ,  0.5,  1. ]])\n', '     >>> yv\n', '     array([[0.],\n', '            [1.]])\n', ' \n', '+    `meshgrid` is very useful to evaluate functions on a grid. If the\n', '+    function depends on all coordinates, both dense and sparse outputs can be\n', '+    used.\n', ' \n', '     >>> x = np.linspace(-5, 5, 101)\n', '     >>> y = np.linspace(-5, 5, 101)\n']","['     >>> yv\n', '     array([[0.,  0.,  0.],\n', '            [1.,  1.,  1.]])\n', '-    >>> xv, yv = np.meshgrid(x, y, sparse=True)  # make sparse output arrays\n', '     >>> xv\n', '     array([[0. ,  0.5,  1. ]])\n', '     >>> yv\n', '     array([[0.],\n', '            [1.]])\n', ' \n', '-    `meshgrid` is very useful to evaluate functions on a grid.  If the\n', '-    function depends on all coordinates, you can use the parameter\n', '-    ``sparse=True`` to save memory and computation time.\n', ' \n', '     >>> x = np.linspace(-5, 5, 101)\n', '     >>> y = np.linspace(-5, 5, 101)\n']"
numpy/numpy,v1.23.5,v1.24.0rc1,"['     >>> np.array_equal(zz, zs)\n', '     True\n', ' \n', '     >>> h = plt.contourf(x, y, zs)\n', ""     >>> plt.axis('scaled')\n"", '     >>> plt.colorbar()\n']","['     >>> np.array_equal(zz, zs)\n', '     True\n', ' \n', '-    >>> import matplotlib.pyplot as plt\n', '     >>> h = plt.contourf(x, y, zs)\n', ""     >>> plt.axis('scaled')\n"", '     >>> plt.colorbar()\n']"
numpy/numpy,v1.23.5,v1.24.0rc1,"['         single_value = False\n', '         _obj = obj\n', '         obj = np.asarray(obj)\n', '+        # `size == 0` to allow empty lists similar to indexing, but (as there)\n', '+        # is really too generic:\n', '         if obj.size == 0 and not isinstance(_obj, np.ndarray):\n', '             obj = obj.astype(intp)\n', '+        elif obj.size == 1 and obj.dtype.kind in ""ui"":\n', '+            # For a size 1 integer array we can use the single-value path\n', '+            # (most dtypes, except boolean, should just fail later).\n', '+            obj = obj.item()\n', '             single_value = True\n', ' \n', '     if single_value:\n']","['         single_value = False\n', '         _obj = obj\n', '         obj = np.asarray(obj)\n', '         if obj.size == 0 and not isinstance(_obj, np.ndarray):\n', '             obj = obj.astype(intp)\n', '-        elif obj.size == 1 and not isinstance(_obj, bool):\n', '-            obj = obj.astype(intp).reshape(())\n', '             single_value = True\n', ' \n', '     if single_value:\n']"
numpy/numpy,v1.23.5,v1.24.0rc1,"[' \n', ' \n', ' def _histogram_dispatcher(\n', '+        a, bins=None, range=None, density=None, weights=None):\n', '     return (a, bins, weights)\n', ' \n', ' \n', ' @array_function_dispatch(_histogram_dispatcher)\n', '+def histogram(a, bins=10, range=None, density=None, weights=None):\n', '     r""""""\n', '     Compute the histogram of a dataset.\n', ' \n']","[' \n', ' \n', ' def _histogram_dispatcher(\n', '-        a, bins=None, range=None, normed=None, weights=None, density=None):\n', '     return (a, bins, weights)\n', ' \n', ' \n', ' @array_function_dispatch(_histogram_dispatcher)\n', '-def histogram(a, bins=10, range=None, normed=None, weights=None,\n', '-              density=None):\n', '     r""""""\n', '     Compute the histogram of a dataset.\n', ' \n']"
numpy/numpy,v1.23.5,v1.24.0rc1,"['         computation as well. While bin width is computed to be optimal\n', '         based on the actual data within `range`, the bin count will fill\n', '         the entire range including portions containing no data.\n', '     weights : array_like, optional\n', '         An array of weights, of the same shape as `a`.  Each value in\n', '         `a` only contributes its associated weight towards the bin count\n']","['         computation as well. While bin width is computed to be optimal\n', '         based on the actual data within `range`, the bin count will fill\n', '         the entire range including portions containing no data.\n', '-    normed : bool, optional\n', '-\n', '-        .. deprecated:: 1.6.0\n', '-\n', '-        This is equivalent to the `density` argument, but produces incorrect\n', '-        results for unequal bin widths. It should not be used.\n', '-\n', '-        .. versionchanged:: 1.15.0\n', '-            DeprecationWarnings are actually emitted.\n', '-\n', '     weights : array_like, optional\n', '         An array of weights, of the same shape as `a`.  Each value in\n', '         `a` only contributes its associated weight towards the bin count\n']"
numpy/numpy,v1.23.5,v1.24.0rc1,"['         histogram values will not be equal to 1 unless bins of unity\n', '         width are chosen; it is not a probability *mass* function.\n', ' \n', '     Returns\n', '     -------\n', '     hist : array\n']","['         histogram values will not be equal to 1 unless bins of unity\n', '         width are chosen; it is not a probability *mass* function.\n', ' \n', '-        Overrides the ``normed`` keyword if given.\n', '-\n', '     Returns\n', '     -------\n', '     hist : array\n']"
numpy/numpy,v1.23.5,v1.24.0rc1,"[' \n', '         n = np.diff(cum_n)\n', ' \n', '     if density:\n', '         db = np.array(np.diff(bin_edges), float)\n', '         return n/db/n.sum(), bin_edges\n', '+\n', '+    return n, bin_edges\n', ' \n', ' \n', '+def _histogramdd_dispatcher(sample, bins=None, range=None, density=None,\n', '+                            weights=None):\n', ""     if hasattr(sample, 'shape'):  # same condition as used in histogramdd\n"", '         yield sample\n', '     else:\n']","[' \n', '         n = np.diff(cum_n)\n', ' \n', '-    # density overrides the normed keyword\n', '-    if density is not None:\n', '-        if normed is not None:\n', '-            # 2018-06-13, numpy 1.15.0 (this was not noisily deprecated in 1.6)\n', '-            warnings.warn(\n', '-                    ""The normed argument is ignored when density is provided. ""\n', '-                    ""In future passing both will result in an error."",\n', '-                    DeprecationWarning, stacklevel=3)\n', '-        normed = None\n', '-\n', '     if density:\n', '         db = np.array(np.diff(bin_edges), float)\n', '         return n/db/n.sum(), bin_edges\n', '-    elif normed:\n', '-        # 2018-06-13, numpy 1.15.0 (this was not noisily deprecated in 1.6)\n', '-        warnings.warn(\n', '-                ""Passing `normed=True` on non-uniform bins has always been ""\n', '-                ""broken, and computes neither the probability density ""\n', '-                ""function nor the probability mass function. ""\n', '-                ""The result is only correct if the bins are uniform, when ""\n', '-                ""density=True will produce the same result anyway. ""\n', '-                ""The argument will be removed in a future version of ""\n', '-                ""numpy."",\n', '-                np.VisibleDeprecationWarning, stacklevel=3)\n', '-\n', '-        # this normalization is incorrect, but\n', '-        db = np.array(np.diff(bin_edges), float)\n', '-        return n/(n*db).sum(), bin_edges\n', '-    else:\n', '-        if normed is not None:\n', '-            # 2018-06-13, numpy 1.15.0 (this was not noisily deprecated in 1.6)\n', '-            warnings.warn(\n', '-                    ""Passing normed=False is deprecated, and has no effect. ""\n', '-                    ""Consider passing the density argument instead."",\n', '-                    DeprecationWarning, stacklevel=3)\n', '-        return n, bin_edges\n', ' \n', ' \n', '-def _histogramdd_dispatcher(sample, bins=None, range=None, normed=None,\n', '-                            weights=None, density=None):\n', ""     if hasattr(sample, 'shape'):  # same condition as used in histogramdd\n"", '         yield sample\n', '     else:\n']"
numpy/numpy,v1.23.5,v1.24.0rc1,"[' \n', ' \n', ' @array_function_dispatch(_histogramdd_dispatcher)\n', '+def histogramdd(sample, bins=10, range=None, density=None, weights=None):\n', '     """"""\n', '     Compute the multidimensional histogram of some data.\n', ' \n', '     Parameters\n', '     ----------\n', '+    sample : (N, D) array, or (N, D) array_like\n', '         The data to be histogrammed.\n', ' \n', '         Note the unusual interpretation of sample when an array_like:\n']","[' \n', ' \n', ' @array_function_dispatch(_histogramdd_dispatcher)\n', '-def histogramdd(sample, bins=10, range=None, normed=None, weights=None,\n', '-                density=None):\n', '     """"""\n', '     Compute the multidimensional histogram of some data.\n', ' \n', '     Parameters\n', '     ----------\n', '-    sample : (N, D) array, or (D, N) array_like\n', '         The data to be histogrammed.\n', ' \n', '         Note the unusual interpretation of sample when an array_like:\n']"
numpy/numpy,v1.23.5,v1.24.0rc1,"['         If False, the default, returns the number of samples in each bin.\n', '         If True, returns the probability *density* function at the bin,\n', '         ``bin_count / sample_count / bin_volume``.\n', '     weights : (N,) array_like, optional\n', '         An array of values `w_i` weighing each sample `(x_i, y_i, z_i, ...)`.\n', '+        Weights are normalized to 1 if density is True. If density is False,\n', '         the values of the returned histogram are equal to the sum of the\n', '         weights belonging to the samples falling into each bin.\n', ' \n', '     Returns\n', '     -------\n', '     H : ndarray\n', '+        The multidimensional histogram of sample x. See density and weights\n', '         for the different possible semantics.\n', '     edges : list\n', '         A list of D arrays describing the bin edges for each dimension.\n']","['         If False, the default, returns the number of samples in each bin.\n', '         If True, returns the probability *density* function at the bin,\n', '         ``bin_count / sample_count / bin_volume``.\n', '-    normed : bool, optional\n', '-        An alias for the density argument that behaves identically. To avoid\n', '-        confusion with the broken normed argument to `histogram`, `density`\n', '-        should be preferred.\n', '     weights : (N,) array_like, optional\n', '         An array of values `w_i` weighing each sample `(x_i, y_i, z_i, ...)`.\n', '-        Weights are normalized to 1 if normed is True. If normed is False,\n', '         the values of the returned histogram are equal to the sum of the\n', '         weights belonging to the samples falling into each bin.\n', ' \n', '     Returns\n', '     -------\n', '     H : ndarray\n', '-        The multidimensional histogram of sample x. See normed and weights\n', '         for the different possible semantics.\n', '     edges : list\n', '         A list of D arrays describing the bin edges for each dimension.\n']"
numpy/numpy,v1.23.5,v1.24.0rc1,"['         sample = np.atleast_2d(sample).T\n', '         N, D = sample.shape\n', ' \n', '+    nbin = np.empty(D, np.intp)\n', '     edges = D*[None]\n', '     dedges = D*[None]\n', '     if weights is not None:\n']","['         sample = np.atleast_2d(sample).T\n', '         N, D = sample.shape\n', ' \n', '-    nbin = np.empty(D, int)\n', '     edges = D*[None]\n', '     dedges = D*[None]\n', '     if weights is not None:\n']"
numpy/numpy,v1.23.5,v1.24.0rc1,"['     core = D*(slice(1, -1),)\n', '     hist = hist[core]\n', ' \n', '     if density:\n', '         # calculate the probability density function\n', '         s = hist.sum()\n']","['     core = D*(slice(1, -1),)\n', '     hist = hist[core]\n', ' \n', '-    # handle the aliasing normed argument\n', '-    if normed is None:\n', '-        if density is None:\n', '-            density = False\n', '-    elif density is None:\n', '-        # an explicit normed argument was passed, alias it to the new name\n', '-        density = normed\n', '-    else:\n', '-        raise TypeError(""Cannot specify both \'normed\' and \'density\'"")\n', '-\n', '     if density:\n', '         # calculate the probability density function\n', '         s = hist.sum()\n']"
numpy/numpy,v1.23.5,v1.24.0rc1,"['     def __getitem__(self, key):\n', '         try:\n', '             size = []\n', '+            # Mimic the behavior of `np.arange` and use a data type\n', '+            # which is at least as large as `np.int_`\n', '+            num_list = [0]\n', '+            for k in range(len(key)):\n', '+                step = key[k].step\n', '+                start = key[k].start\n', '+                stop = key[k].stop\n', '                 if start is None:\n', '                     start = 0\n', '                 if step is None:\n', '                     step = 1\n', '                 if isinstance(step, (_nx.complexfloating, complex)):\n', '+                    step = abs(step)\n', '+                    size.append(int(step))\n', '                 else:\n', '                     size.append(\n', '+                        int(math.ceil((stop - start) / (step*1.0))))\n', '+                num_list += [start, stop, step]\n', '+            typ = _nx.result_type(*num_list)\n', '             if self.sparse:\n', '                 nn = [_nx.arange(_x, dtype=_t)\n', '                       for _x, _t in zip(size, (typ,)*len(size))]\n']","['     def __getitem__(self, key):\n', '         try:\n', '             size = []\n', '-            typ = int\n', '-            for kk in key:\n', '-                step = kk.step\n', '-                start = kk.start\n', '                 if start is None:\n', '                     start = 0\n', '                 if step is None:\n', '                     step = 1\n', '                 if isinstance(step, (_nx.complexfloating, complex)):\n', '-                    size.append(int(abs(step)))\n', '-                    typ = float\n', '                 else:\n', '                     size.append(\n', '-                        int(math.ceil((kk.stop - start) / (step * 1.0))))\n', '-                if (isinstance(step, (_nx.floating, float)) or\n', '-                        isinstance(start, (_nx.floating, float)) or\n', '-                        isinstance(kk.stop, (_nx.floating, float))):\n', '-                    typ = float\n', '             if self.sparse:\n', '                 nn = [_nx.arange(_x, dtype=_t)\n', '                       for _x, _t in zip(size, (typ,)*len(size))]\n']"
numpy/numpy,v1.23.5,v1.24.0rc1,"['             if start is None:\n', '                 start = 0\n', '             if isinstance(step, (_nx.complexfloating, complex)):\n', '+                # Prevent the (potential) creation of integer arrays\n', '+                step_float = abs(step)\n', '+                step = length = int(step_float)\n', '                 if step != 1:\n', '                     step = (key.stop-start)/float(step-1)\n', '+                typ = _nx.result_type(start, stop, step_float)\n', '+                return _nx.arange(0, length, 1, dtype=typ)*step + start\n', '             else:\n', '                 return _nx.arange(start, stop, step)\n', ' \n']","['             if start is None:\n', '                 start = 0\n', '             if isinstance(step, (_nx.complexfloating, complex)):\n', '-                step = abs(step)\n', '-                length = int(step)\n', '                 if step != 1:\n', '                     step = (key.stop-start)/float(step-1)\n', '-                return _nx.arange(0, length, 1, float)*step + start\n', '             else:\n', '                 return _nx.arange(start, stop, step)\n', ' \n']"
numpy/numpy,v1.23.5,v1.24.0rc1,"['     --------\n', '     lib.index_tricks.nd_grid : class of `ogrid` and `mgrid` objects\n', '     ogrid : like mgrid but returns open (not fleshed out) mesh grids\n', '+    meshgrid: return coordinate matrices from coordinate vectors\n', '     r_ : array concatenator\n', '+    :ref:`how-to-partition`\n', ' \n', '     Examples\n', '     --------\n']","['     --------\n', '     lib.index_tricks.nd_grid : class of `ogrid` and `mgrid` objects\n', '     ogrid : like mgrid but returns open (not fleshed out) mesh grids\n', '     r_ : array concatenator\n', ' \n', '     Examples\n', '     --------\n']"
numpy/numpy,v1.23.5,v1.24.0rc1,"['     --------\n', '     np.lib.index_tricks.nd_grid : class of `ogrid` and `mgrid` objects\n', '     mgrid : like `ogrid` but returns dense (or fleshed out) mesh grids\n', '+    meshgrid: return coordinate matrices from coordinate vectors\n', '     r_ : array concatenator\n', '+    :ref:`how-to-partition`\n', ' \n', '     Examples\n', '     --------\n']","['     --------\n', '     np.lib.index_tricks.nd_grid : class of `ogrid` and `mgrid` objects\n', '     mgrid : like `ogrid` but returns dense (or fleshed out) mesh grids\n', '     r_ : array concatenator\n', ' \n', '     Examples\n', '     --------\n']"
numpy/numpy,v1.23.5,v1.24.0rc1,"['     Parameters\n', '     ----------\n', '     shape : ints, or a single tuple of ints\n', '+        The size of each dimension of the array can be passed as\n', '         individual parameters or as the elements of a tuple.\n', ' \n', '     See Also\n']","['     Parameters\n', '     ----------\n', '     shape : ints, or a single tuple of ints\n', '-        The size of each dimension of the array can be passed as \n', '         individual parameters or as the elements of a tuple.\n', ' \n', '     See Also\n']"
numpy/numpy,v1.23.5,v1.24.0rc1,"['     Examples\n', '     --------\n', '     Dimensions as individual arguments\n', '+\n', '     >>> for index in np.ndindex(3, 2, 1):\n', '     ...     print(index)\n', '     (0, 0, 0)\n']","['     Examples\n', '     --------\n', '     Dimensions as individual arguments\n', '-    \n', '     >>> for index in np.ndindex(3, 2, 1):\n', '     ...     print(index)\n', '     (0, 0, 0)\n']"
numpy/numpy,v1.23.5,v1.24.0rc1,"['     (2, 1, 0)\n', ' \n', '     Same dimensions - but in a tuple ``(3, 2, 1)``\n', '+\n', '     >>> for index in np.ndindex((3, 2, 1)):\n', '     ...     print(index)\n', '     (0, 0, 0)\n']","['     (2, 1, 0)\n', ' \n', '     Same dimensions - but in a tuple ``(3, 2, 1)``\n', '-    \n', '     >>> for index in np.ndindex((3, 2, 1)):\n', '     ...     print(index)\n', '     (0, 0, 0)\n']"
numpy/numpy,v1.23.5,v1.24.0rc1,"[""         8. 'median_unbiased'\n"", ""         9. 'normal_unbiased'\n"", ' \n', '+        The first three methods are discontinuous.  NumPy further defines the\n', ""         following discontinuous variations of the default 'linear' (7.) option:\n"", ' \n', ""         * 'lower'\n""]","[""         8. 'median_unbiased'\n"", ""         9. 'normal_unbiased'\n"", ' \n', '-        The first three methods are discontiuous.  NumPy further defines the\n', ""         following discontinuous variations of the default 'linear' (7.) option:\n"", ' \n', ""         * 'lower'\n""]"
numpy/numpy,v1.23.5,v1.24.0rc1,"[""         8. 'median_unbiased'\n"", ""         9. 'normal_unbiased'\n"", ' \n', '+        The first three methods are discontinuous.  NumPy further defines the\n', ""         following discontinuous variations of the default 'linear' (7.) option:\n"", ' \n', ""         * 'lower'\n""]","[""         8. 'median_unbiased'\n"", ""         9. 'normal_unbiased'\n"", ' \n', '-        The first three methods are discontiuous.  NumPy further defines the\n', ""         following discontinuous variations of the default 'linear' (7.) option:\n"", ' \n', ""         * 'lower'\n""]"
numpy/numpy,v1.23.5,v1.24.0rc1,"['         Additional keyword arguments to pass on to pickle.load.\n', '         These are only useful when loading object arrays saved on\n', '         Python 2 when using Python 3.\n', '+    max_header_size : int, optional\n', '+        Maximum allowed size of the header.  Large headers may not be safe\n', '+        to load securely and thus require explicitly passing a larger value.\n', '+        See :py:meth:`ast.literal_eval()` for details.\n', '+        This option is ignored when `allow_pickle` is passed.  In that case\n', '+        the file is by definition trusted and the limit is unnecessary.\n', ' \n', '     Parameters\n', '     ----------\n']","['         Additional keyword arguments to pass on to pickle.load.\n', '         These are only useful when loading object arrays saved on\n', '         Python 2 when using Python 3.\n', ' \n', '     Parameters\n', '     ----------\n']"
numpy/numpy,v1.23.5,v1.24.0rc1,"['     fid = None\n', ' \n', '     def __init__(self, fid, own_fid=False, allow_pickle=False,\n', '+                 pickle_kwargs=None, *,\n', '+                 max_header_size=format._MAX_HEADER_SIZE):\n', '         # Import is postponed to here since zipfile depends on gzip, an\n', '         # optional component of the so-called standard library.\n', '         _zip = zipfile_factory(fid)\n', '         self._files = _zip.namelist()\n', '         self.files = []\n', '         self.allow_pickle = allow_pickle\n', '+        self.max_header_size = max_header_size\n', '         self.pickle_kwargs = pickle_kwargs\n', '         for x in self._files:\n', ""             if x.endswith('.npy'):\n""]","['     fid = None\n', ' \n', '     def __init__(self, fid, own_fid=False, allow_pickle=False,\n', '-                 pickle_kwargs=None):\n', '         # Import is postponed to here since zipfile depends on gzip, an\n', '         # optional component of the so-called standard library.\n', '         _zip = zipfile_factory(fid)\n', '         self._files = _zip.namelist()\n', '         self.files = []\n', '         self.allow_pickle = allow_pickle\n', '         self.pickle_kwargs = pickle_kwargs\n', '         for x in self._files:\n', ""             if x.endswith('.npy'):\n""]"
numpy/numpy,v1.23.5,v1.24.0rc1,"['                 bytes = self.zip.open(key)\n', '                 return format.read_array(bytes,\n', '                                          allow_pickle=self.allow_pickle,\n', '+                                         pickle_kwargs=self.pickle_kwargs,\n', '+                                         max_header_size=self.max_header_size)\n', '             else:\n', '                 return self.zip.read(key)\n', '         else:\n']","['                 bytes = self.zip.open(key)\n', '                 return format.read_array(bytes,\n', '                                          allow_pickle=self.allow_pickle,\n', '-                                         pickle_kwargs=self.pickle_kwargs)\n', '             else:\n', '                 return self.zip.read(key)\n', '         else:\n']"
numpy/numpy,v1.23.5,v1.24.0rc1,"[' \n', "" @set_module('numpy')\n"", ' def load(file, mmap_mode=None, allow_pickle=False, fix_imports=True,\n', ""+         encoding='ASCII', *, max_header_size=format._MAX_HEADER_SIZE):\n"", '     """"""\n', '     Load arrays or pickled objects from ``.npy``, ``.npz`` or pickled files.\n', ' \n']","[' \n', "" @set_module('numpy')\n"", ' def load(file, mmap_mode=None, allow_pickle=False, fix_imports=True,\n', ""-         encoding='ASCII'):\n"", '     """"""\n', '     Load arrays or pickled objects from ``.npy``, ``.npz`` or pickled files.\n', ' \n']"
numpy/numpy,v1.23.5,v1.24.0rc1,"[""         npy/npz files containing object arrays. Values other than 'latin1',\n"", ""         'ASCII', and 'bytes' are not allowed, as they can corrupt numerical\n"", ""         data. Default: 'ASCII'\n"", '+    max_header_size : int, optional\n', '+        Maximum allowed size of the header.  Large headers may not be safe\n', '+        to load securely and thus require explicitly passing a larger value.\n', '+        See :py:meth:`ast.literal_eval()` for details.\n', '+        This option is ignored when `allow_pickle` is passed.  In that case\n', '+        the file is by definition trusted and the limit is unnecessary.\n', ' \n', '     Returns\n', '     -------\n']","[""         npy/npz files containing object arrays. Values other than 'latin1',\n"", ""         'ASCII', and 'bytes' are not allowed, as they can corrupt numerical\n"", ""         data. Default: 'ASCII'\n"", ' \n', '     Returns\n', '     -------\n']"
numpy/numpy,v1.23.5,v1.24.0rc1,"['             # Potentially transfer file ownership to NpzFile\n', '             stack.pop_all()\n', '             ret = NpzFile(fid, own_fid=own_fid, allow_pickle=allow_pickle,\n', '+                          pickle_kwargs=pickle_kwargs,\n', '+                          max_header_size=max_header_size)\n', '             return ret\n', '         elif magic == format.MAGIC_PREFIX:\n', '             # .npy file\n', '             if mmap_mode:\n', '+                if allow_pickle:\n', '+                    max_header_size = 2**64\n', '+                return format.open_memmap(file, mode=mmap_mode,\n', '+                                          max_header_size=max_header_size)\n', '             else:\n', '                 return format.read_array(fid, allow_pickle=allow_pickle,\n', '+                                         pickle_kwargs=pickle_kwargs,\n', '+                                         max_header_size=max_header_size)\n', '         else:\n', '             # Try a pickle\n', '             if not allow_pickle:\n']","['             # Potentially transfer file ownership to NpzFile\n', '             stack.pop_all()\n', '             ret = NpzFile(fid, own_fid=own_fid, allow_pickle=allow_pickle,\n', '-                          pickle_kwargs=pickle_kwargs)\n', '             return ret\n', '         elif magic == format.MAGIC_PREFIX:\n', '             # .npy file\n', '             if mmap_mode:\n', '-                return format.open_memmap(file, mode=mmap_mode)\n', '             else:\n', '                 return format.read_array(fid, allow_pickle=allow_pickle,\n', '-                                         pickle_kwargs=pickle_kwargs)\n', '         else:\n', '             # Try a pickle\n', '             if not allow_pickle:\n']"
numpy/numpy,v1.23.5,v1.24.0rc1,"['     r""""""\n', '     Load data from a text file.\n', ' \n', '     Parameters\n', '     ----------\n', '     fname : file, str, pathlib.Path, list of str, generator\n']","['     r""""""\n', '     Load data from a text file.\n', ' \n', '-    Each row in the text file must have the same number of values.\n', '-\n', '     Parameters\n', '     ----------\n', '     fname : file, str, pathlib.Path, list of str, generator\n']"
